Event_Id,year,month,day,country,region,city,latitude,longitude,summary,multiple_attack,attacktype,target_type,target_sub_type,group_name,weapon_type,nkill,nwound,nkillter,motive,decades,claimed
2024,1973,9,15,Spain,Western Europe,Barcelona,41.400635,2.150913,,0,Bombing/Explosion,Business,Multinational Corporation,Revolutionary Communist League (LCR) (Spain),Explosives,NA,NA,NA,,70s,
2025,1973,9,15,United Kingdom,Western Europe,Ballymena,54.863117,-6.278343,,0,Assassination,Private Citizens & Property,Religion Identified,Protestant extremists,Firearms,1,NA,NA,,70s,
2026,1973,9,16,Switzerland,Western Europe,Zurich,47.36865,8.539182,,0,Bombing/Explosion,Business,Multinational Corporation,Unknown,Explosives,NA,NA,NA,,70s,
2027,1973,9,16,United Kingdom,Western Europe,Lisburn,54.515694,-6.055724,,0,Assassination,Terrorists/Non-State Militia,Terrorist,Protestant extremists,Firearms,1,NA,NA,,70s,
2028,1973,9,17,Zaire,Sub-Saharan Africa,Kinshasa,-4.389166,15.33762,,0,Assassination,Government (Diplomatic),"Diplomatic Personnel (outside of embassy, consulate)",Irish Republican Army (IRA),Explosives,0,2,NA,,70s,
2029,1973,9,17,Portugal,Western Europe,Lisbon,38.725299,-9.150036,,0,Assassination,Government (Diplomatic),"Diplomatic Personnel (outside of embassy, consulate)",Irish Republican Army (IRA),Explosives,0,1,NA,,70s,
2030,1973,9,18,United States,North America,Edison,40.528045,-74.384629,"09/18/1973: Twin brothers, Roger and Ralph Bankston, were shot to death by a pistol and shotgun in Edison, New Jersey in the United States.  They were found in the front seat of their car parked in the lot behind the Local 980 United Automobile Workers Union Hall across the street from the Ford plant on Route 1, where the brothers were employed. The perpetrators were members of the New World sect, as were the brothers, who were apparently killed due to disobeying orders. This event was one in a series of related Black Muslim attacks. Two members of the New World of Islam sect, Albert Chavies and Lamont Calloway were later convicted of the Bankston murders.",0,Assassination,Private Citizens & Property,Named Civilian,Black Muslims,Firearms,2,0,0,"It is believed that the motive behind these murders was that the Bankston brothers were disobeying orders of their own group, New World sect.",70s,-9
2031,1973,9,22,United Kingdom,Western Europe,Derry,55.011562,-7.312045,,0,Assassination,Private Citizens & Property,Religion Identified,Irish Republican Army (IRA),Firearms,1,NA,NA,,70s,
2032,1973,9,23,West Germany (FRG),Western Europe,Boblingen,48.685666,9.015253,,0,Facility/Infrastructure Attack,Military,Military Barracks/Base/Headquarters/Checkpost,Unknown,Incendiary,0,0,NA,,70s,
2033,1973,9,24,Argentina,South America,Buenos Aires,-34.61768,-58.444435,,0,Assassination,Government (General),Politician or Political Party Movement/Meeting/Rally,Unknown,Unknown,1,0,NA,,70s,
2034,1973,9,24,Lebanon,Middle East & North Africa,Unknown,33.285507,35.5001,,0,Bombing/Explosion,Utilities,Oil,Black September,Explosives,0,0,NA,,70s,
2035,1973,9,25,United Kingdom,Western Europe,Birmingham,52.482961,-1.893592,,0,Bombing/Explosion,Military,"Military Personnel (soldiers, troops, officers, forces)",Irish Republican Army (IRA),Explosives,1,NA,NA,,70s,
2036,1973,9,25,United Kingdom,Western Europe,Killen,54.673252,-7.627484,,0,Assassination,Terrorists/Non-State Militia,Terrorist,Official Irish Republican Army (OIRA),Firearms,1,NA,NA,,70s,
2037,1973,9,26,United States,North America,New Orleans,29.951027,-90.071422,"09/26/1973: Byron de la Beckwith was arrested on Interstate 10 on his way into New Orleans in the United States, for transporting a ticking bomb, which was allegedly meant to kill the regional director of the Anti-Defamation League , A.I. Botnick.  Allegedly, Beckwith was headed for Botnick's house at the time he was stopped at a roadblock by police.",0,Bombing/Explosion,Private Citizens & Property,Laborer (General)/Occupation Identified,White extremists,Explosives,0,0,0,"Allegedly to kill the regional director of the Anti-Defamation League , A.I. Botnick",70s,0
2038,1973,9,28,Austria,Western Europe,Unknown,NA,NA,,0,Hostage Taking (Kidnapping),Private Citizens & Property,Unnamed Civilian/Unspecified,Black September,Unknown,0,0,NA,,70s,
2039,1973,9,28,Dominican Republic,Central America & Caribbean,Santo Domingo,18.456792,-69.951164,,0,Hostage Taking (Kidnapping),Government (Diplomatic),"Diplomatic Personnel (outside of embassy, consulate)",Unknown,Unknown,0,0,NA,,70s,
2040,1973,9,28,Italy,Western Europe,Rome,41.890961,12.490069,,0,Facility/Infrastructure Attack,Business,Multinational Corporation,Armed Proletarian Nuclei (NAP),Incendiary,0,0,NA,,70s,
2041,1973,9,28,United States,North America,New York City,40.697132,-73.931351,,0,Bombing/Explosion,Business,Multinational Corporation,"Weather Underground, Weathermen",Explosives,0,0,NA,,70s,
2042,1973,9,29,Argentina,South America,Buenos Aires,-34.61768,-58.444435,,0,Hostage Taking (Kidnapping),Business,Multinational Corporation,Unknown,Unknown,NA,NA,NA,,70s,
2043,1973,9,29,West Germany (FRG),Western Europe,Boblingen,48.685666,9.015253,,0,Facility/Infrastructure Attack,Military,Military Barracks/Base/Headquarters/Checkpost,Baader-Meinhof Group,Incendiary,0,0,NA,,70s,
2044,1973,10,0,West Germany (FRG),Western Europe,Essen,51.457935,7.014828,,0,Bombing/Explosion,Business,Multinational Corporation,Red Cell,Explosives,0,0,NA,,70s,
2045,1973,10,1,Brazil,South America,Rio de Janeiro,-22.908278,-43.197026,,0,Bombing/Explosion,Airports & Aircraft,Airline Officer/Personnel,Unknown,Explosives,0,15,NA,,70s,
2046,1973,10,1,United Kingdom,Western Europe,Ballynafeigh,54.607712,-5.95621,,0,Armed Assault,Private Citizens & Property,Religion Identified,Ulster Volunteer Force (UVF),Firearms,1,NA,NA,,70s,
2047,1973,10,3,United Kingdom,Western Europe,Creggan,55.011562,-7.312045,,0,Bombing/Explosion,Military,"Military Personnel (soldiers, troops, officers, forces)",Irish Republican Army (IRA),Explosives,1,NA,NA,,70s,
2048,1973,10,3,United Kingdom,Western Europe,Lurgan,54.463367,-6.328597,,0,Assassination,Military,"Military Personnel (soldiers, troops, officers, forces)",Irish Republican Army (IRA),Firearms,1,NA,NA,,70s,
2049,1973,10,4,Colombia,South America,Unknown,NA,NA,,0,Hostage Taking (Kidnapping),Business,Mining,National Liberation Army of Colombia (ELN),Unknown,0,0,NA,,70s,
2050,1973,10,4,West Germany (FRG),Western Europe,Hanover,52.372068,9.735686,,0,Armed Assault,Military,Military Transportation/Vehicle (excluding convoys),Unknown,Incendiary,NA,NA,NA,,70s,
2051,1973,10,4,West Germany (FRG),Western Europe,Hanover,52.372068,9.735686,,0,Facility/Infrastructure Attack,Private Citizens & Property,Laborer (General)/Occupation Identified,Unknown,Incendiary,0,0,NA,,70s,
2052,1973,10,5,Argentina,South America,Buenos Aires,-34.61768,-58.444435,,0,Assassination,Police,Police Security Forces/Officers,Ejercito Revolucionaria del Pueblo (ERP) (Argentina),Firearms,1,0,NA,,70s,
2053,1973,10,5,Italy,Western Europe,Genoa,44.407062,8.933989,,0,Facility/Infrastructure Attack,Government (Diplomatic),"Diplomatic Personnel (outside of embassy, consulate)",Proletarian Action Group,Incendiary,0,0,NA,,70s,
2054,1973,10,7,Italy,Western Europe,Milan,45.469212,9.174508,,0,Bombing/Explosion,Business,Multinational Corporation,Unknown,Explosives,0,0,NA,,70s,
2055,1973,10,8,Argentina,South America,Buenos Aires,-34.61768,-58.444435,,0,Facility/Infrastructure Attack,Business,Bank/Commerce,Unknown,Incendiary,0,0,NA,,70s,
2056,1973,10,8,France,Western Europe,Bagneux,48.798328,2.309902,,0,Bombing/Explosion,Business,Multinational Corporation,Unknown,Explosives,NA,NA,NA,,70s,
2057,1973,10,8,West Germany (FRG),Western Europe,Essen,51.457935,7.014828,,0,Bombing/Explosion,Business,Multinational Corporation,Unknown,Explosives,NA,NA,NA,,70s,
2058,1973,10,8,Argentina,South America,Buenos Aires,-34.61768,-58.444435,,0,Bombing/Explosion,Business,Hotel/Resort,Unknown,Explosives,NA,NA,NA,,70s,
2059,1973,10,9,Argentina,South America,Buenos Aires,-34.61768,-58.444435,,0,Bombing/Explosion,Business,Multinational Corporation,Unknown,Explosives,0,0,NA,,70s,
2060,1973,10,9,Argentina,South America,Buenos Aires,-34.61768,-58.444435,,0,Bombing/Explosion,Business,Multinational Corporation,Unknown,Explosives,0,0,NA,,70s,
2061,1973,10,9,Argentina,South America,Cordoba,-31.399301,-64.182129,,0,Bombing/Explosion,Business,Multinational Corporation,Unknown,Explosives,0,0,NA,,70s,
2062,1973,10,10,Mexico,North America,Guadalajara,20.673343,-103.344177,,0,Hostage Taking (Kidnapping),Business,,Revolutionary Student Front,Unknown,1,0,NA,,70s,
2063,1973,10,10,Mexico,North America,Guadalajara,20.673343,-103.344177,,0,Hostage Taking (Kidnapping),Government (Diplomatic),"Diplomatic Personnel (outside of embassy, consulate)",Revolutionary Student Front,Unknown,0,0,NA,,70s,
2064,1973,10,12,United Kingdom,Western Europe,Newtownbutler,54.184008,-7.360209,,0,Bombing/Explosion,Private Citizens & Property,Religion Identified,Irish Republican Army (IRA),Explosives,1,NA,NA,,70s,
2065,1973,10,14,Argentina,South America,Rosario,-32.951052,-60.666365,,0,Assassination,Business,Bank/Commerce,Unknown,Firearms,1,0,NA,,70s,
2066,1973,10,15,Spain,Western Europe,Pamplona,42.815372,-1.653616,,0,Armed Assault,Business,Bank/Commerce,GAC,Firearms,NA,NA,NA,,70s,
2067,1973,10,16,United Kingdom,Western Europe,Belfast,54.607712,-5.95621,,0,Assassination,Police,Police Security Forces/Officers,Irish Republican Army (IRA),Firearms,1,NA,NA,,70s,
2068,1973,10,18,Lebanon,Middle East & North Africa,Beirut,33.888523,35.503513,,0,Hostage Taking (Barricade Incident),Business,Bank/Commerce,Lebanese Socialist Revolutionary Organization,Firearms,4,0,2,,70s,
2069,1973,10,18,United States,North America,Newark,40.699608,-74.200894,"10/18/1973: Two members of the New World sect, Warren A. Marcello and Michael A. Huff, are murdered and beheaded in Newark, New Jersey by suspected members of the New World sect faction of Black Muslims.  Marcello and Huff were shot and possibly strangled, before being decapitated by a heavy weapon, suspected to be a machete.  Huff was also stabbed several times.  This event was one in a series of related Black Muslim attacks.",0,Assassination,Private Citizens & Property,Named Civilian,Black Muslims,Firearms,2,0,NA,Unknown,70s,0
2070,1973,10,19,Malaysia,Southeast Asia,Kuala Lumpur,3.138943,101.691315,,0,Bombing/Explosion,Government (Diplomatic),Embassy/Consulate,Unknown,Explosives,0,8,NA,,70s,
2071,1973,10,20,United States,North America,San Francisco,37.755363,-122.443352,"10/20/1973: Young white couple, Quita and Richard Hague, were taking an evening stroll on Telegraph Hill, just a block from their residence in San Francisco, California, in the United States, when they were approached by three African-American men in a white van, who ordered them into the van at gunpoint.  Upon entering the van, the couples hands were tied with rope, and Richard was clubbed into unconsciousness with a wrench, while one of the perpetrators sexually assaulted Quita.  Quita and Richard were both slashed brutally with a long machete-like blade.  Both were thrown out of the van on the rails of the Southern Pacific tracks, about four and a half miles from Telegraph Hill. Quita was killed by several slashes from the machete-like blade; Richard survived, but was badly mutilated by slashes in his face and he was robbed of his wallet. Two of the perpetrators, Jesse Cooks and Larry Green, were found, charged and in March 1976, convicted for the kidnapping, armed assault, robbery, and murder.  The third perpetrator, Anthony C. Harris, was given immunity at the trial in exchange for his testimony.  The perpetrators were black Muslims who believed in the teachings of the Nation of Islam, and believed that they had to ""destroy the enemy"" and ""kill devils,"" which they translated into meaning, kill whites.  The motives were racist in origins and a response to the racial rhetoric of the time. This was the first incident in a series of 20 attacks (with 23 victims) by the perpetrators who came to be know as the Zebra killers.",1,Hostage Taking (Kidnapping),Private Citizens & Property,Race/Ethnicity Identified,Zebra killers,Firearms,1,1,0,"While most law enforcement personnel involved in solving the Zebra murders agree that the killers were motivated by the goal of starting a race war, certain sources allege that the impetus for these attacks was based upon revenge for the illegitimate killing of Blacks, as well as upon the desire of personal promotion within both the ranks of the ""Death Angels"" (as indicated by the prosecution's main witness, Anthony Harris) and the eyes of Allah.",70s,0
2072,1973,10,22,United Kingdom,Western Europe,Belfast,54.607712,-5.95621,,0,Bombing/Explosion,Business,Restaurant/Bar/Café,Protestant extremists,Explosives,1,NA,NA,,70s,
2073,1973,10,22,United States,North America,San Francisco,37.755363,-122.443352,"10/22/1973: White female psychology student, Ellen Linder (this name is a pseudonym given to the victim so as to conceal her identity due to the nature of the incident) was walking down Market Street in San Francisco, California, in the United States, on her way home from a church meeting, when she noticed a black man following her.  As she sped up and reached her front door about to enter, the man approached her with a gun, forced her into a nearby dark parking lot, and raped her in the dirt area behind the bushes. During the incident, he told Linder that racism and oppression of black people needed to stop, and he threatened to kill her and told her that others would also be killed.   Then, he walked Linder home to make sure she would not call the police, and after talking more in her apartment, her raped her a second time in her bedroom. Linder survived and was eventually able to recover from the ordeal. The perpetrator was later identified as Jesse Lee Cooks, one of the eight men who came to be known as the Zebra killers, and this was the second of 20 attacks (with 23 victims) committed by the Zebra murderers, a group of black Muslims who belonged to the Nation of Islam religious sect.",1,Hostage Taking (Kidnapping),Private Citizens & Property,Race/Ethnicity Identified,Zebra killers,Firearms,0,1,0,"While most law enforcement personnel involved in solving the Zebra murders agree that the killers were motivated by the goal of starting a race war, certain sources allege that the impetus for these attacks was based upon revenge for the illegitimate killing of Blacks, as well as upon the desire of personal promotion within both the ranks of the ""Death Angels"" (as indicated by the prosecution's main witness, Anthony Harris) and the eyes of Allah.",70s,0
2074,1973,10,26,United States,North America,New York City,40.697132,-73.931351,,0,Facility/Infrastructure Attack,Government (Diplomatic),Embassy/Consulate,Armenian Group,Incendiary,0,0,NA,,70s,
2075,1973,10,28,United Kingdom,Western Europe,Armagh,54.347539,-6.656108,,0,Assassination,Military,"Military Personnel (soldiers, troops, officers, forces)",Irish Republican Army (IRA),Firearms,1,NA,NA,,70s,
2076,1973,10,28,Ireland,Western Europe,Lifford,54.83279,-7.481274,,0,Assassination,Military,"Military Personnel (soldiers, troops, officers, forces)",Irish Republican Army (IRA),Firearms,1,NA,NA,,70s,
2077,1973,10,29,United Kingdom,Western Europe,Banbridge,54.351036,-6.26702,,0,Assassination,Private Citizens & Property,Religion Identified,Ulster Volunteer Force (UVF),Firearms,1,NA,NA,,70s,
2078,1973,10,29,United Kingdom,Western Europe,Aughnacloy,54.414416,-6.976641,,0,Assassination,Private Citizens & Property,Religion Identified,Ulster Volunteer Force (UVF),Explosives,1,NA,NA,,70s,
2079,1973,10,29,United States,North America,San Francisco,37.755363,-122.443352,"10/29/1973: In San Francisco, California in the United States, white female student, Frances Rose was shot three times, once in the chest and twice in the face by Jesse Cooks, one of the men who was also responsible for the murder of Quita Hague and the assault of her husband, Richard Hague, just ten days earlier.  Rose was driving up to the entrance gate of the University of California at Berkeley extension center in her gold 1967 Ford Mustang, when she was approached by Cooks, who walked in front of her car, leaned on the window and asked for a ride.  Rose stepped on the accelerator at which point the two got into an argument, leading Cooks to shoot and kill Rose with a .22 caliber gun.   Cooks was caught by detectives, and confessed to the murder of Frances Rose the same night.  He was eventually convicted and sentenced to prison for her murder.  The motives were racist in origin and a response to the racial rhetoric of the time. This was the second in a series of 20 attacks  (with 23 victims) on random whites by black Muslims who came to be known as the Zebra Killers.",1,Armed Assault,Private Citizens & Property,Race/Ethnicity Identified,Zebra killers,Firearms,1,0,0,"While most law enforcement personnel involved in solving the Zebra murders agree that the killers were motivated by the goal of starting a race war, certain sources allege that the impetus for these attacks was based upon revenge for the illegitimate killing of Blacks, as well as upon the desire of personal promotion within both the ranks of the ""Death Angels"" (as indicated by the prosecution's main witness, Anthony Harris) and the eyes of Allah.",70s,0
2080,1973,11,0,Colombia,South America,Segovia,7.252404,-74.74053,,0,Hostage Taking (Kidnapping),Business,Mining,National Liberation Army of Colombia (ELN),Unknown,0,0,NA,,70s,
2081,1973,11,1,United States,North America,San Juan,18.386932,-66.061127,,0,Facility/Infrastructure Attack,Police,"Police Building (headquarters, station, school)",Unknown,Incendiary,0,0,NA,,70s,
2082,1973,11,1,United Kingdom,Western Europe,Belfast,54.607712,-5.95621,,0,Assassination,Private Citizens & Property,Religion Identified,Protestant extremists,Firearms,1,NA,NA,,70s,
2083,1973,11,1,United Kingdom,Western Europe,Belfast,54.607712,-5.95621,,0,Bombing/Explosion,Business,Restaurant/Bar/Café,Ulster Volunteer Force (UVF),Explosives,1,NA,NA,,70s,
2084,1973,11,4,United States,North America,Madison,43.07295,-89.386694,"11/04/1973: Unknown perpetrators bomb a police car near the entrance to police headquarters in Madison, Wisconsin in the United States. It is unknown whether there were any casualties or property damage in this incident.",0,Bombing/Explosion,Police,Police Patrol (including vehicles and convoys),Unknown,Incendiary,0,0,0,Unknown,70s,0
2085,1973,11,6,United States,North America,Oakland,37.791927,-122.225906,,0,Assassination,Educational Institution,Other Personnel,Symbionese Liberation Army (SLA),Firearms,1,0,NA,,70s,
2086,1973,11,6,France,Western Europe,Boulogne-Billancourt,48.836582,2.23914,,0,Bombing/Explosion,Business,Multinational Corporation,Unknown,Explosives,0,0,NA,,70s,
2087,1973,11,6,United Kingdom,Western Europe,Newtownhamilton,54.192934,-6.576051,,0,Assassination,Military,"Military Personnel (soldiers, troops, officers, forces)",Irish Republican Army (IRA),Firearms,1,NA,NA,,70s,
2088,1973,11,7,Argentina,South America,Buenos Aires,-34.61768,-58.444435,,0,Hostage Taking (Kidnapping),Military,"Military Personnel (soldiers, troops, officers, forces)",Ejercito Revolucionaria del Pueblo (ERP) (Argentina),Unknown,0,0,NA,,70s,
2089,1973,11,8,United Kingdom,Western Europe,Belfast,54.607712,-5.95621,,0,Assassination,Private Citizens & Property,Religion Identified,Ulster Freedom Fighters (UFF),Firearms,1,NA,NA,,70s,
2090,1973,11,13,United Kingdom,Western Europe,Belfast,54.607712,-5.95621,,0,Assassination,Private Citizens & Property,Religion Identified,Irish Republican Army (IRA),Firearms,1,NA,NA,,70s,
2091,1973,11,14,United Kingdom,Western Europe,Belfast,54.607712,-5.95621,,0,Assassination,Military,Military Barracks/Base/Headquarters/Checkpost,Irish Republican Army (IRA),Firearms,1,NA,NA,,70s,
2092,1973,11,14,United Kingdom,Western Europe,Derry,55.011562,-7.312045,,0,Assassination,Military,Military Unit/Patrol/Convoy,Irish Republican Army (IRA),Firearms,1,NA,NA,,70s,
2093,1973,11,15,United Kingdom,Western Europe,Crossmaglen,54.077313,-6.608787,,0,Armed Assault,Military,Military Barracks/Base/Headquarters/Checkpost,Irish Republican Army (IRA),Firearms,1,NA,NA,,70s,
2094,1973,11,17,Argentina,South America,Buenos Aires,-34.61768,-58.444435,,0,Hostage Taking (Kidnapping),Business,Bank/Commerce,Ejercito Revolucionaria del Pueblo (ERP) (Argentina),Unknown,0,0,NA,,70s,
2095,1973,11,17,West Germany (FRG),Western Europe,West Berlin,52.50153,13.401851,,0,Bombing/Explosion,Business,Multinational Corporation,Revolutionary Cells,Explosives,0,0,NA,,70s,
2096,1973,11,18,West Germany (FRG),Western Europe,Nuremberg,49.45052,11.08048,,0,Bombing/Explosion,Business,Multinational Corporation,Baader-Meinhof Group,Explosives,0,0,NA,,70s,
2097,1973,11,18,United Kingdom,Western Europe,Derry,55.011562,-7.312045,,0,Bombing/Explosion,Terrorists/Non-State Militia,Terrorist,Ulster Volunteer Force (UVF),Explosives,1,NA,1,,70s,
2098,1973,11,19,West Germany (FRG),Western Europe,Nuremberg,49.45052,11.08048,,0,Bombing/Explosion,Business,Multinational Corporation,Baader-Meinhof Group,Explosives,0,0,NA,,70s,
2099,1973,11,20,Venezuela,South America,Maracaibo,10.632808,-71.632977,,0,Hostage Taking (Kidnapping),Government (Diplomatic),"Diplomatic Personnel (outside of embassy, consulate)",Red Flag (Venezuela),Unknown,0,0,NA,,70s,
2100,1973,11,21,Argentina,South America,Buenos Aires,-34.61768,-58.444435,,0,Assassination,Government (General),Politician or Political Party Movement/Meeting/Rally,Unknown,Explosives,0,1,NA,,70s,
2101,1973,11,22,Argentina,South America,Cordoba,-31.399301,-64.182129,,0,Assassination,Business,Multinational Corporation,Ejercito Revolucionaria del Pueblo (ERP) (Argentina),Firearms,1,0,NA,,70s,
2102,1973,11,23,Argentina,South America,Buenos Aires,-34.61768,-58.444435,,0,Hostage Taking (Kidnapping),Business,,Unknown,Unknown,NA,NA,NA,,70s,
2103,1973,11,24,Venezuela,South America,Unknown,NA,NA,,0,Bombing/Explosion,Utilities,Oil,Movement of the Revolutionary Left (MIR) (Venezuela),Explosives,NA,NA,NA,,70s,
2104,1973,11,24,United Kingdom,Western Europe,Armagh,54.347539,-6.656108,,0,Bombing/Explosion,Military,"Military Personnel (soldiers, troops, officers, forces)",Irish Republican Army (IRA),Explosives,1,NA,NA,,70s,
2105,1973,11,24,United Kingdom,Western Europe,Belfast,54.607712,-5.95621,,0,Bombing/Explosion,Military,Military Unit/Patrol/Convoy,Irish Republican Army (IRA),Explosives,1,NA,1,,70s,
2106,1973,11,25,Spain,Western Europe,Villafranca de Ordizia,43.054198,-2.178116,,0,Armed Assault,Military,Military Barracks/Base/Headquarters/Checkpost,Unknown,Firearms,NA,NA,NA,,70s,
2107,1973,11,25,United Kingdom,Western Europe,Derry,55.011562,-7.312045,,0,Assassination,Military,"Military Personnel (soldiers, troops, officers, forces)",Irish Republican Army (IRA),Firearms,2,NA,NA,,70s,
2108,1973,11,25,Lebanon,Middle East & North Africa,Beirut,33.888523,35.503513,,0,Hijacking,Airports & Aircraft,Aircraft (not at an airport),Unknown,Unknown,0,0,0,,70s,
2109,1973,11,25,United States,North America,San Francisco,37.755363,-122.443352,"11/25/1973: Jordanian Arab immigrant, Saleem Erakat, was shot and killed while at work at the grocery store he owned, Erakat's grocery, on Larkin Street in San Francisco, California in the United States.  The perpetrator, J.C. Simon, who perceived Erakat to be a white man, entered the grocery store, greeted Erakat, and then ordered him to the bathroom in the back of the shop, demanded Erakat to kneel on his knees, tied his hands behind his back, and shot Erakat in the back of his head with a .32 caliber gun, using a quilt to muffle the gunshot sounds. Additionally, Simon emptied both the safe and the cash register, taking with him about $1300.  It came out in trial that the bloody hand print of Anthony C. Harris was also found at the crime scene inside the store.  The perpetrators were black Muslims who believed in the teachings of the Nation of Islam, and believed that they had to ""destroy the enemy"" and ""kill devils,"" which they translated into meaning, kill whites.  The motives were racist in origins and a response to the racial rhetoric of the time.  This was the third in a series of 20 attacks (with 23 victims) on random whites by black muslims who came to be known as the Zebra Killers.",1,Armed Assault,Private Citizens & Property,Race/Ethnicity Identified,Zebra killers,Firearms,1,0,0,"While most law enforcement personnel involved in solving the Zebra murders agree that the killers were motivated by the goal of starting a race war, certain sources allege that the impetus for these attacks was based upon revenge for the illegitimate killing of Blacks, as well as upon the desire of personal promotion within both the ranks of the ""Death Angels"" (as indicated by the prosecution's main witness, Anthony Harris) and the eyes of Allah.",70s,0
2110,1973,11,26,Mexico,North America,Guadalajara,20.673343,-103.344177,,0,Bombing/Explosion,Business,Bank/Commerce,Unknown,Explosives,0,0,NA,,70s,
2111,1973,11,26,Mexico,North America,Guadalajara,20.673343,-103.344177,,0,Bombing/Explosion,Private Citizens & Property,Memorial/Cemetery/Monument,Unknown,Explosives,NA,NA,NA,,70s,
2112,1973,11,26,United Kingdom,Western Europe,Belfast,54.607712,-5.95621,,0,Assassination,Private Citizens & Property,Religion Identified,Irish Republican Army (IRA),Firearms,1,NA,NA,,70s,
2113,1973,11,26,United States,North America,Gadsden,33.996195,-85.978282,"11/26/1973: Black minister, Edward Pace, is shot and killed in his home in Gadsden, Alabama, in the Untied States, by alleged members of the Ku Klux Klan.",0,Assassination,Private Citizens & Property,Race/Ethnicity Identified,Ku Klux Klan,Firearms,1,0,0,"The suspected motive for this incident is that the minister was assassinated because he moved into a neighborhood in which blacks and whites were residing together, and he bought his home from whites.  Additionally, sources note that Pace and his family had been receiving threats since they moved to the neighborhood.",70s,0
2114,1973,11,27,United Kingdom,Western Europe,Coalisland,54.536706,-6.70361,,0,Hijacking,Private Citizens & Property,Vehicles/Transportation,Irish Republican Army (IRA),Unknown,1,NA,1,,70s,
2115,1973,11,30,Argentina,South America,Buenos Aires,-34.61768,-58.444435,,0,Assassination,NGO,,Unknown,Explosives,0,0,NA,,70s,
2116,1973,12,0,France,Western Europe,Besancon,47.237829,6.024054,,0,Facility/Infrastructure Attack,Utilities,Oil,Unknown,Incendiary,0,0,NA,,70s,
2117,1973,12,1,United Kingdom,Western Europe,Lurgan,54.463367,-6.328597,,0,Assassination,Police,Police Security Forces/Officers,Irish Republican Army (IRA),Firearms,1,NA,NA,,70s,
2118,1973,12,3,Greece,Western Europe,Piraeus,37.942843,23.646916,,0,Bombing/Explosion,Business,Bank/Commerce,Unknown,Explosives,0,0,NA,,70s,
2119,1973,12,3,Mexico,North America,Mexico City,19.371887,-99.086624,,0,Bombing/Explosion,Government (Diplomatic),Embassy/Consulate,Unknown,Explosives,0,0,NA,,70s,
2120,1973,12,3,United States,North America,New York City,40.697132,-73.931351,,0,Bombing/Explosion,Private Citizens & Property,Labor Union Related,Unknown,Explosives,0,3,NA,,70s,
2121,1973,12,3,United Kingdom,Western Europe,Creggan,55.011562,-7.312045,,0,Armed Assault,Military,Military Unit/Patrol/Convoy,Irish Republican Army (IRA),Firearms,1,NA,1,,70s,
2122,1973,12,4,West Germany (FRG),Western Europe,West Berlin,52.50153,13.401851,,0,Facility/Infrastructure Attack,Business,Bank/Commerce,Revolutionary Peoples Army,Incendiary,0,0,0,,70s,
2123,1973,12,4,Israel,Middle East & North Africa,Jerusalem,31.771599,35.2034,,0,Bombing/Explosion,Private Citizens & Property,Marketplace/Plaza/Square,Palestinians,Explosives,2,18,NA,,70s,
2124,1973,12,6,Argentina,South America,Buenos Aires,-34.61768,-58.444435,,0,Hostage Taking (Kidnapping),Business,Gas/Oil/Electric,Ejercito Revolucionaria del Pueblo (ERP) (Argentina),Unknown,0,0,NA,,70s,
2125,1973,12,8,Argentina,South America,Cordoba,-31.399301,-64.182129,,0,Hostage Taking (Kidnapping),Business,Retail/Grocery/Bakery,Ejercito Revolucionaria del Pueblo (ERP) (Argentina),Unknown,NA,NA,NA,,70s,
2126,1973,12,8,Chile,South America,Santiago,-33.366238,-70.505302,,0,Facility/Infrastructure Attack,Government (Diplomatic),Embassy/Consulate,Unknown,Incendiary,0,0,NA,,70s,
2127,1973,12,8,United Kingdom,Western Europe,Belfast,54.607712,-5.95621,,0,Assassination,Private Citizens & Property,Religion Identified,Protestant extremists,Firearms,1,NA,NA,,70s,
2128,1973,12,10,United Kingdom,Western Europe,Belfast,54.607712,-5.95621,,0,Assassination,Military,"Military Personnel (soldiers, troops, officers, forces)",Irish Republican Army (IRA),Firearms,1,NA,NA,,70s,
2129,1973,12,10,United Kingdom,Western Europe,Newcastle,54.208418,-5.891745,,0,Assassination,Police,Police Security Forces/Officers,Irish Republican Army (IRA),Explosives,1,NA,NA,,70s,
2130,1973,12,11,Argentina,South America,Cordoba,-31.399301,-64.182129,,0,Hostage Taking (Barricade Incident),Private Citizens & Property,Vehicles/Transportation,Unknown,Explosives,0,0,NA,,70s,
