has_null,wave,gender,age,age_o,d_age,d_d_age,race,race_o,samerace,importance_same_race,importance_same_religion,d_importance_same_race,d_importance_same_religion,field,pref_o_attractive,pref_o_sincere,pref_o_intelligence,pref_o_funny,pref_o_ambitious,pref_o_shared_interests,d_pref_o_attractive,d_pref_o_sincere,d_pref_o_intelligence,d_pref_o_funny,d_pref_o_ambitious,d_pref_o_shared_interests,attractive_o,sinsere_o,intelligence_o,funny_o,ambitous_o,shared_interests_o,d_attractive_o,d_sinsere_o,d_intelligence_o,d_funny_o,d_ambitous_o,d_shared_interests_o,attractive_important,sincere_important,intellicence_important,funny_important,ambtition_important,shared_interests_important,d_attractive_important,d_sincere_important,d_intellicence_important,d_funny_important,d_ambtition_important,d_shared_interests_important,attractive,sincere,intelligence,funny,ambition,d_attractive,d_sincere,d_intelligence,d_funny,d_ambition,attractive_partner,sincere_partner,intelligence_partner,funny_partner,ambition_partner,shared_interests_partner,d_attractive_partner,d_sincere_partner,d_intelligence_partner,d_funny_partner,d_ambition_partner,d_shared_interests_partner,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,d_sports,d_tvsports,d_exercise,d_dining,d_museums,d_art,d_hiking,d_gaming,d_clubbing,d_reading,d_tv,d_theater,d_movies,d_concerts,d_music,d_shopping,d_yoga,expected_happy_with_sd_people,expected_num_interested_in_me,expected_num_matches,d_expected_happy_with_sd_people,d_expected_num_interested_in_me,d_expected_num_matches,like,guess_prob_liked,d_like,d_guess_prob_liked,met,decision,decision_o,match
1,10,male,27,34,7,10,Other,European/Caucasian-American,0,1,1,1,1,Business,10,20,20,20,20,10,10,18,18,18,18,10,7,8,7,6,6,8,7,7,7,7,7,7,25,15,20,20,15,5,75,10,18,18,10,10,5,6,8,8,8,4,7,7,7,7,6,7,7,6,6,3,7,7,7,7,7,4,7,1,8,7,5,1,8,6,8,6,3,7,7,4,7,6,1,7,3,7,7,3,3,7,7,7,7,3,7,7,3,7,7,3,6,2,2,6,2,1,6,4,7,2,0,0,1,0
1,10,male,27,27,0,1,Other,European/Caucasian-American,0,1,1,1,1,Business,15,20,20,15,15,15,10,18,18,10,10,10,9,8,9,8,9,7,9,7,9,7,9,7,25,15,20,20,15,5,75,10,18,18,10,10,5,6,8,8,8,4,7,7,7,7,6,8,7,7,6,3,7,7,7,7,7,4,7,1,8,7,5,1,8,6,8,6,3,7,7,4,7,6,1,7,3,7,7,3,3,7,7,7,7,3,7,7,3,7,7,3,6,2,2,6,2,1,7,5,7,5.5,0,0,1,0
1,10,male,27,34,7,10,Other,European/Caucasian-American,0,1,1,1,1,Business,10,25,20,20,5,20,10,75,18,18,10,18,8,8,7,8,9,6,7,7,7,7,9,7,25,15,20,20,15,5,75,10,18,18,10,10,5,6,8,8,8,4,7,7,7,7,6,7,8,6,3,4,7,7,7,7,4,4,7,1,8,7,5,1,8,6,8,6,3,7,7,4,7,6,1,7,3,7,7,3,3,7,7,7,7,3,7,7,3,7,7,3,6,2,2,6,2,1,6,4,7,2,0,0,1,0
1,10,male,27,26,1,1,Other,'Asian/Pacific Islander/Asian-American',0,1,1,1,1,Business,10,30,30,10,10,10,10,75,75,10,10,10,5,4,5,7,6,5,4,4,4,7,7,4,25,15,20,20,15,5,75,10,18,18,10,10,5,6,8,8,8,4,7,7,7,7,6,7,7,8,7,5,7,7,7,7,7,4,7,1,8,7,5,1,8,6,8,6,3,7,7,4,7,6,1,7,3,7,7,3,3,7,7,7,7,3,7,7,3,7,7,3,6,2,2,6,2,1,7,6,7,5.5,0,1,0,0
1,10,male,27,29,2,3,Other,'Asian/Pacific Islander/Asian-American',0,1,1,1,1,Business,90,2,2,2,2,2,75,10,10,10,10,10,10,6,8,9,7,5,9,7,7,9,7,4,25,15,20,20,15,5,75,10,18,18,10,10,5,6,8,8,8,4,7,7,7,7,6,7,7,8,7,5,7,7,7,7,7,4,7,1,8,7,5,1,8,6,8,6,3,7,7,4,7,6,1,7,3,7,7,3,3,7,7,7,7,3,7,7,3,7,7,3,6,2,2,6,2,1,7,6,7,5.5,0,1,1,1
1,10,male,27,26,1,1,Other,'Latino/Hispanic American',0,1,1,1,1,Business,20,20,25,20,5,10,18,18,75,18,10,10,5,3,6,7,10,3,4,4,7,7,9,4,25,15,20,20,15,5,75,10,18,18,10,10,5,6,8,8,8,4,7,7,7,7,8,7,7,6,6,5,7,7,7,7,7,4,7,1,8,7,5,1,8,6,8,6,3,7,7,4,7,6,1,7,3,7,7,3,3,7,7,7,7,3,7,7,3,7,7,3,6,2,2,6,2,1,8,5,7,5.5,0,1,1,1
1,10,male,33,22,11,10,Other,Other,1,2,7,5,8,Business,20,20,20,10,10,20,18,18,18,10,10,18,4,8,7,8,9,8,4,7,7,7,9,7,22,22,15,15,5,21,75,75,10,10,10,75,7,9,7,10,7,7,9,7,9,7,9,9,8,9,7,9,9,9,7,9,7,9,7,9,1,10,8,6,1,1,6,10,7,3,8,8,5,4,1,7,9,3,9,7,7,3,3,7,9,7,3,7,7,3,3,3,5,2,4,6,2,4,9,8,9,8.5,0,1,0,0
1,10,male,33,23,10,10,Other,European/Caucasian-American,0,2,7,5,8,Business,15,15,20,20,20,10,10,10,18,18,18,10,2,5,5,2,5,2,4,4,4,4,4,4,22,22,15,15,5,21,75,75,10,10,10,75,7,9,7,10,7,7,9,7,9,7,9,8,9,9,6,7,9,7,9,9,7,7,7,9,1,10,8,6,1,1,6,10,7,3,8,8,5,4,1,7,9,3,9,7,7,3,3,7,9,7,3,7,7,3,3,3,5,2,4,6,2,4,9,8,9,8.5,0,1,0,0
1,10,male,33,24,9,10,Other,'Asian/Pacific Islander/Asian-American',0,2,7,5,8,Business,15,20,15,20,15,15,10,18,10,18,10,10,4,7,7,5,9,4,4,7,7,4,9,4,22,22,15,15,5,21,75,75,10,10,10,75,7,9,7,10,7,7,9,7,9,7,9,9,9,6,7,5,9,9,9,7,7,4,7,9,1,10,8,6,1,1,6,10,7,3,8,8,5,4,1,7,9,3,9,7,7,3,3,7,9,7,3,7,7,3,3,3,5,2,4,6,2,4,7,6,7,5.5,0,0,0,0
1,10,male,33,34,1,1,Other,European/Caucasian-American,0,2,7,5,8,Business,10,20,20,20,20,10,10,18,18,18,18,10,3,7,8,4,3,2,4,7,7,4,4,4,22,22,15,15,5,21,75,75,10,10,10,75,7,9,7,10,7,7,9,7,9,7,6,9,8,7,8,6,7,9,7,7,7,7,7,9,1,10,8,6,1,1,6,10,7,3,8,8,5,4,1,7,9,3,9,7,7,3,3,7,9,7,3,7,7,3,3,3,5,2,4,6,2,4,2,6,3,5.5,0,0,0,0
1,10,male,33,27,6,5,Other,European/Caucasian-American,0,2,7,5,8,Business,15,20,20,15,15,15,10,18,18,10,10,10,6,8,9,8,10,6,7,7,9,7,9,7,22,22,15,15,5,21,75,75,10,10,10,75,7,9,7,10,7,7,9,7,9,7,9,9,8,9,8,9,9,9,7,9,7,9,7,9,1,10,8,6,1,1,6,10,7,3,8,8,5,4,1,7,9,3,9,7,7,3,3,7,9,7,3,7,7,3,3,3,5,2,4,6,2,4,9,8,9,8.5,1,1,0,0
1,10,male,33,34,1,1,Other,European/Caucasian-American,0,2,7,5,8,Business,10,25,20,20,5,20,10,75,18,18,10,18,6,8,8,6,8,5,7,7,7,7,7,4,22,22,15,15,5,21,75,75,10,10,10,75,7,9,7,10,7,7,9,7,9,7,6,7,6,5,5,5,7,7,7,4,4,4,7,9,1,10,8,6,1,1,6,10,7,3,8,8,5,4,1,7,9,3,9,7,7,3,3,7,9,7,3,7,7,3,3,3,5,2,4,6,2,4,6,4,7,2,0,0,0,0
1,10,male,33,26,7,10,Other,'Asian/Pacific Islander/Asian-American',0,2,7,5,8,Business,10,30,30,10,10,10,10,75,75,10,10,10,5,5,6,5,7,6,4,4,7,4,7,7,22,22,15,15,5,21,75,75,10,10,10,75,7,9,7,10,7,7,9,7,9,7,8,9,8,10,9,10,7,9,7,9,9,9,7,9,1,10,8,6,1,1,6,10,7,3,8,8,5,4,1,7,9,3,9,7,7,3,3,7,9,7,3,7,7,3,3,3,5,2,4,6,2,4,9,6,9,5.5,0,1,0,0
1,10,male,33,29,4,5,Other,'Asian/Pacific Islander/Asian-American',0,2,7,5,8,Business,90,2,2,2,2,2,75,10,10,10,10,10,5,8,9,6,10,5,4,7,9,7,9,4,22,22,15,15,5,21,75,75,10,10,10,75,7,9,7,10,7,7,9,7,9,7,2,9,7,9,9,9,4,9,7,9,9,9,7,9,1,10,8,6,1,1,6,10,7,3,8,8,5,4,1,7,9,3,9,7,7,3,3,7,9,7,3,7,7,3,3,3,5,2,4,6,2,4,8,7,7,8.5,0,1,0,0
1,10,male,33,26,7,10,Other,'Latino/Hispanic American',0,2,7,5,8,Business,20,20,25,20,5,10,18,18,75,18,10,10,3,5,8,6,10,5,4,4,4,7,9,4,22,22,15,15,5,21,75,75,10,10,10,75,7,9,7,10,7,7,9,7,9,7,9,8,9,9,7,8,9,7,9,9,7,7,7,9,1,10,8,6,1,1,6,10,7,3,8,8,5,4,1,7,9,3,9,7,7,3,3,7,9,7,3,7,7,3,3,3,5,2,4,6,2,4,9,7,9,8.5,0,1,0,0
1,10,male,25,22,3,3,Other,Other,1,1,1,1,1,Education,20,20,20,10,10,20,18,18,18,10,10,18,7,5,8,5,8,7,7,4,7,4,7,7,20,20,20,20,10,10,18,18,18,18,10,10,10,9,9,10,10,9,9,9,9,9,5,10,6,7,7,4,4,9,7,7,7,4,7,2,8,10,10,10,6,1,2,10,1,9,9,10,10,6,5,7,3,7,9,9,9,7,3,3,9,3,9,9,9,9,7,3,7,2,5,8,2,4,5,6,3,5.5,0,0,1,0
1,10,male,25,23,2,3,Other,European/Caucasian-American,0,1,1,1,1,Education,15,15,20,20,20,10,10,10,18,18,18,10,3,7,7,6,9,5,4,7,7,7,9,4,20,20,20,20,10,10,18,18,18,18,10,10,10,9,9,10,10,9,9,9,9,9,9,10,7,9,7,7,9,9,7,9,7,7,7,2,8,10,10,10,6,1,2,10,1,9,9,10,10,6,5,7,3,7,9,9,9,7,3,3,9,3,9,9,9,9,7,3,7,2,5,8,2,4,9,9,9,8.5,0,1,0,0
1,10,male,25,24,1,1,Other,'Asian/Pacific Islander/Asian-American',0,1,1,1,1,Education,15,20,15,20,15,15,10,18,10,18,10,10,7,6,7,6,7,8,7,7,7,7,7,7,20,20,20,20,10,10,18,18,18,18,10,10,10,9,9,10,10,9,9,9,9,9,3,8,5,4,4,4,4,7,4,4,4,4,7,2,8,10,10,10,6,1,2,10,1,9,9,10,10,6,5,7,3,7,9,9,9,7,3,3,9,3,9,9,9,9,7,3,7,2,5,8,2,4,4,6,3,5.5,0,0,1,0
1,10,male,25,34,9,10,Other,European/Caucasian-American,0,1,1,1,1,Education,10,20,20,20,20,10,10,18,18,18,18,10,6,8,10,8,10,9,7,7,9,7,9,9,20,20,20,20,10,10,18,18,18,18,10,10,10,9,9,10,10,9,9,9,9,9,6,10,8,7,7,6,7,9,7,7,7,7,7,2,8,10,10,10,6,1,2,10,1,9,9,10,10,6,5,7,3,7,9,9,9,7,3,3,9,3,9,9,9,9,7,3,7,2,5,8,2,4,6,9,7,8.5,0,1,1,1
1,10,male,25,27,2,3,Other,European/Caucasian-American,0,1,1,1,1,Education,15,20,20,15,15,15,10,18,18,10,10,10,9,8,9,9,10,10,9,7,9,9,9,9,20,20,20,20,10,10,18,18,18,18,10,10,10,9,9,10,10,9,9,9,9,9,8,8,8,9,7,8,7,7,7,9,7,7,7,2,8,10,10,10,6,1,2,10,1,9,9,10,10,6,5,7,3,7,9,9,9,7,3,3,9,3,9,9,9,9,7,3,7,2,5,8,2,4,8,9,7,8.5,0,1,1,1
1,10,male,25,34,9,10,Other,European/Caucasian-American,0,1,1,1,1,Education,10,25,20,20,5,20,10,75,18,18,10,18,7,8,9,7,8,7,7,7,9,7,7,7,20,20,20,20,10,10,18,18,18,18,10,10,10,9,9,10,10,9,9,9,9,9,5,8,7,6,6,5,4,7,7,7,7,4,7,2,8,10,10,10,6,1,2,10,1,9,9,10,10,6,5,7,3,7,9,9,9,7,3,3,9,3,9,9,9,9,7,3,7,2,5,8,2,4,5,9,3,8.5,0,0,1,0
1,10,male,25,26,1,1,Other,'Asian/Pacific Islander/Asian-American',0,1,1,1,1,Education,10,30,30,10,10,10,10,75,75,10,10,10,7,5,5,6,5,7,7,4,4,7,4,7,20,20,20,20,10,10,18,18,18,18,10,10,10,9,9,10,10,9,9,9,9,9,6,7,7,8,9,7,7,7,7,7,9,7,7,2,8,10,10,10,6,1,2,10,1,9,9,10,10,6,5,7,3,7,9,9,9,7,3,3,9,3,9,9,9,9,7,3,7,2,5,8,2,4,7,10,7,8.5,0,1,1,1
1,10,male,25,29,4,5,Other,'Asian/Pacific Islander/Asian-American',0,1,1,1,1,Education,90,2,2,2,2,2,75,10,10,10,10,10,8,6,10,9,10,9,7,7,9,9,9,9,20,20,20,20,10,10,18,18,18,18,10,10,10,9,9,10,10,9,9,9,9,9,8,10,8,8,8,8,7,9,7,7,7,7,7,2,8,10,10,10,6,1,2,10,1,9,9,10,10,6,5,7,3,7,9,9,9,7,3,3,9,3,9,9,9,9,7,3,7,2,5,8,2,4,8,9,7,8.5,0,1,1,1
1,10,male,25,26,1,1,Other,'Latino/Hispanic American',0,1,1,1,1,Education,20,20,25,20,5,10,18,18,75,18,10,10,7,7,7,6,9,7,7,7,7,7,9,7,20,20,20,20,10,10,18,18,18,18,10,10,10,9,9,10,10,9,9,9,9,9,7,8,7,8,7,8,7,7,7,7,7,7,7,2,8,10,10,10,6,1,2,10,1,9,9,10,10,6,5,7,3,7,9,9,9,7,3,3,9,3,9,9,9,9,7,3,7,2,5,8,2,4,7,9,7,8.5,0,1,1,1
1,10,male,33,22,11,10,Other,Other,1,2,2,5,4,Science,20,20,20,10,10,20,18,18,18,10,10,18,5,8,7,4,7,5,4,7,7,4,4,4,19,19,19,19,19,5,18,18,18,18,18,10,8,10,9,10,9,7,9,9,9,9,8,8,8,6,9,5,7,7,7,7,9,4,7,6,1,6,8,8,5,8,4,9,7,6,9,6,8,2,3,7,7,3,7,7,7,3,7,3,9,7,7,9,7,7,3,3,5,2,1,6,2,1,7,4,7,2,0,0,1,0
1,10,male,33,23,10,10,Other,European/Caucasian-American,0,2,2,5,4,Science,15,15,20,20,20,10,10,10,18,18,18,10,5,9,8,7,8,5,4,9,7,7,7,4,19,19,19,19,19,5,18,18,18,18,18,10,8,10,9,10,9,7,9,9,9,9,8,9,8,8,8,5,7,9,7,7,7,4,7,6,1,6,8,8,5,8,4,9,7,6,9,6,8,2,3,7,7,3,7,7,7,3,7,3,9,7,7,9,7,7,3,3,5,2,1,6,2,1,8,8,7,8.5,0,1,0,0
1,10,male,33,24,9,10,Other,'Asian/Pacific Islander/Asian-American',0,2,2,5,4,Science,15,20,15,20,15,15,10,18,10,18,10,10,5,6,6,7,5,5,4,7,7,7,4,4,19,19,19,19,19,5,18,18,18,18,18,10,8,10,9,10,9,7,9,9,9,9,4,8,7,3,8,5,4,7,7,4,7,4,7,6,1,6,8,8,5,8,4,9,7,6,9,6,8,2,3,7,7,3,7,7,7,3,7,3,9,7,7,9,7,7,3,3,5,2,1,6,2,1,3,6,3,5.5,0,0,0,0
1,10,male,33,34,1,1,Other,European/Caucasian-American,0,2,2,5,4,Science,10,20,20,20,20,10,10,18,18,18,18,10,2,10,10,5,7,5,4,9,9,4,4,4,19,19,19,19,19,5,18,18,18,18,18,10,8,10,9,10,9,7,9,9,9,9,6,8,8,6,7,5,7,7,7,7,4,4,7,6,1,6,8,8,5,8,4,9,7,6,9,6,8,2,3,7,7,3,7,7,7,3,7,3,9,7,7,9,7,7,3,3,5,2,1,6,2,1,6,6,7,5.5,0,0,0,0
1,10,male,33,27,6,5,Other,European/Caucasian-American,0,2,2,5,4,Science,15,20,20,15,15,15,10,18,18,10,10,10,6,8,8,6,7,6,7,7,7,7,7,7,19,19,19,19,19,5,18,18,18,18,18,10,8,10,9,10,9,7,9,9,9,9,5,8,7,4,8,8,4,7,7,4,7,7,7,6,1,6,8,8,5,8,4,9,7,6,9,6,8,2,3,7,7,3,7,7,7,3,7,3,9,7,7,9,7,7,3,3,5,2,1,6,2,1,5,6,3,5.5,0,0,0,0
1,10,male,33,34,1,1,Other,European/Caucasian-American,0,2,2,5,4,Science,10,25,20,20,5,20,10,75,18,18,10,18,5,7,8,6,6,7,4,7,7,7,7,7,19,19,19,19,19,5,18,18,18,18,18,10,8,10,9,10,9,7,9,9,9,9,7,8,8,6,6,5,7,7,7,7,7,4,7,6,1,6,8,8,5,8,4,9,7,6,9,6,8,2,3,7,7,3,7,7,7,3,7,3,9,7,7,9,7,7,3,3,5,2,1,6,2,1,7,6,7,5.5,0,0,0,0
1,10,male,33,26,7,10,Other,'Asian/Pacific Islander/Asian-American',0,2,2,5,4,Science,10,30,30,10,10,10,10,75,75,10,10,10,5,5,5,4,4,3,4,4,4,4,4,4,19,19,19,19,19,5,18,18,18,18,18,10,8,10,9,10,9,7,9,9,9,9,7,8,7,5,8,5,7,7,7,4,7,4,7,6,1,6,8,8,5,8,4,9,7,6,9,6,8,2,3,7,7,3,7,7,7,3,7,3,9,7,7,9,7,7,3,3,5,2,1,6,2,1,5,6,3,5.5,0,0,0,0
1,10,male,33,29,4,5,Other,'Asian/Pacific Islander/Asian-American',0,2,2,5,4,Science,90,2,2,2,2,2,75,10,10,10,10,10,7,7,9,6,8,5,7,7,9,7,7,4,19,19,19,19,19,5,18,18,18,18,18,10,8,10,9,10,9,7,9,9,9,9,7,8,7,6,7,5,7,7,7,7,7,4,7,6,1,6,8,8,5,8,4,9,7,6,9,6,8,2,3,7,7,3,7,7,7,3,7,3,9,7,7,9,7,7,3,3,5,2,1,6,2,1,7,5,7,5.5,0,0,0,0
1,10,male,33,26,7,10,Other,'Latino/Hispanic American',0,2,2,5,4,Science,20,20,25,20,5,10,18,18,75,18,10,10,3,6,7,5,3,7,4,7,7,4,4,7,19,19,19,19,19,5,18,18,18,18,18,10,8,10,9,10,9,7,9,9,9,9,8,9,8,8,8,8,7,9,7,7,7,7,7,6,1,6,8,8,5,8,4,9,7,6,9,6,8,2,3,7,7,3,7,7,7,3,7,3,9,7,7,9,7,7,3,3,5,2,1,6,2,1,8,7,7,8.5,0,1,1,1
1,11,female,28,29,1,1,'Latino/Hispanic American',European/Caucasian-American,0,1,1,1,1,Science,30,25,18,18,4,5,75,75,18,18,10,10,4,8,8,7,6,3,4,7,7,7,7,4,0,25,25,25,25,0,10,75,75,75,75,10,9,9,9,9,10,9,9,9,9,9,6,6,7,6,5,2,7,7,7,7,4,4,4,3,3,8,7,6,7,4,9,9,2,9,9,9,9,9,2,3,3,3,7,7,7,7,3,9,9,3,9,9,9,9,9,3,10,2,2,8,2,1,6,8,7,8.5,0,1,0,0
1,11,female,28,24,4,5,'Latino/Hispanic American','Latino/Hispanic American',1,1,1,1,1,Science,30,10,20,20,10,10,75,10,18,18,10,10,7,9,8,9,8,7,7,9,7,9,7,7,0,25,25,25,25,0,10,75,75,75,75,10,9,9,9,9,10,9,9,9,9,9,4,5,6,6,6,6,4,4,7,7,7,7,4,3,3,8,7,6,7,4,9,9,2,9,9,9,9,9,2,3,3,3,7,7,7,7,3,9,9,3,9,9,9,9,9,3,10,2,2,8,2,1,6,8,7,8.5,0,1,1,1
1,11,female,28,21,7,10,'Latino/Hispanic American',European/Caucasian-American,0,1,1,1,1,Science,25,10,25,5,10,25,75,10,75,10,10,75,7,8,8,6,6,7,7,7,7,7,7,7,0,25,25,25,25,0,10,75,75,75,75,10,9,9,9,9,10,9,9,9,9,9,7,6,9,4,9,3,7,7,9,4,9,4,4,3,3,8,7,6,7,4,9,9,2,9,9,9,9,9,2,3,3,3,7,7,7,7,3,9,9,3,9,9,9,9,9,3,10,2,2,8,2,1,2,4,3,2,0,0,1,0
1,11,female,28,26,2,3,'Latino/Hispanic American',European/Caucasian-American,0,1,1,1,1,Science,24,16,28,14,8,10,75,18,75,10,10,10,6,9,8,7,9,8,7,9,7,7,9,7,0,25,25,25,25,0,10,75,75,75,75,10,9,9,9,9,10,9,9,9,9,9,2,4,5,5,5,1,4,4,4,4,4,4,4,3,3,8,7,6,7,4,9,9,2,9,9,9,9,9,2,3,3,3,7,7,7,7,3,9,9,3,9,9,9,9,9,3,10,2,2,8,2,1,3,3,3,2,0,0,1,0
1,11,female,28,25,3,3,'Latino/Hispanic American',European/Caucasian-American,0,1,1,1,1,Science,60,20,0,20,0,0,75,18,10,18,10,10,6,8,7,6,7,5,7,7,7,7,4,4,0,25,25,25,25,0,10,75,75,75,75,10,9,9,9,9,10,9,9,9,9,9,2,1,1,1,9,5,4,4,4,4,9,4,4,3,3,8,7,6,7,4,9,9,2,9,9,9,9,9,2,3,3,3,7,7,7,7,3,9,9,3,9,9,9,9,9,3,10,2,2,8,2,1,1,2,3,2,0,0,0,0
1,11,female,28,32,4,5,'Latino/Hispanic American',European/Caucasian-American,0,1,1,1,1,Science,25,15,20,25,10,5,75,10,18,75,10,10,7,7,8,7,8,8,7,7,7,7,7,7,0,25,25,25,25,0,10,75,75,75,75,10,9,9,9,9,10,9,9,9,9,9,1,2,8,1,8,1,4,4,7,4,7,4,4,3,3,8,7,6,7,4,9,9,2,9,9,9,9,9,2,3,3,3,7,7,7,7,3,9,9,3,9,9,9,9,9,3,10,2,2,8,2,1,2,8,3,8.5,0,0,1,0
1,11,female,28,25,3,3,'Latino/Hispanic American',European/Caucasian-American,0,1,1,1,1,Science,27,15,28,10,10,10,75,10,75,10,10,10,6.5,8,9,10,8,4,7,7,9,9,7,4,0,25,25,25,25,0,10,75,75,75,75,10,9,9,9,9,10,9,9,9,9,9,4,2,5,1,8,7,4,4,4,4,7,7,4,3,3,8,7,6,7,4,9,9,2,9,9,9,9,9,2,3,3,3,7,7,7,7,3,9,9,3,9,9,9,9,9,3,10,2,2,8,2,1,6,8,7,8.5,0,1,0,0
1,11,female,28,25,3,3,'Latino/Hispanic American',European/Caucasian-American,0,1,1,1,1,Science,25,20,30,15,5,5,75,18,75,10,10,10,7,8,7,7,8,5,7,7,7,7,7,4,0,25,25,25,25,0,10,75,75,75,75,10,9,9,9,9,10,9,9,9,9,9,1,9,8,1,3,1,4,9,7,4,4,4,4,3,3,8,7,6,7,4,9,9,2,9,9,9,9,9,2,3,3,3,7,7,7,7,3,9,9,3,9,9,9,9,9,3,10,2,2,8,2,1,2,8,3,8.5,0,0,0,0
1,11,female,28,27,1,1,'Latino/Hispanic American',European/Caucasian-American,0,1,1,1,1,Science,20,20,20,15,5,20,18,18,18,10,10,18,10,8,8,8,5,5,9,7,7,7,4,4,0,25,25,25,25,0,10,75,75,75,75,10,9,9,9,9,10,9,9,9,9,9,4,6,8,6,6,10,4,7,7,7,7,9,4,3,3,8,7,6,7,4,9,9,2,9,9,9,9,9,2,3,3,3,7,7,7,7,3,9,9,3,9,9,9,9,9,3,10,2,2,8,2,1,4,8,3,8.5,0,0,1,0
1,11,female,28,23,5,5,'Latino/Hispanic American','Black/African American',0,1,1,1,1,Science,25,15,20,20,10,10,75,10,18,18,10,10,7,7,7,7,8,7,7,7,7,7,7,7,0,25,25,25,25,0,10,75,75,75,75,10,9,9,9,9,10,9,9,9,9,9,1,2,5,7,5,1,4,4,4,7,4,4,4,3,3,8,7,6,7,4,9,9,2,9,9,9,9,9,2,3,3,3,7,7,7,7,3,9,9,3,9,9,9,9,9,3,10,2,2,8,2,1,1,4,3,2,0,0,1,0
1,11,female,28,27,1,1,'Latino/Hispanic American','Asian/Pacific Islander/Asian-American',0,1,1,1,1,Science,50,10,10,10,10,10,75,10,10,10,10,10,9,9,9,9,9,9,9,9,9,9,9,9,0,25,25,25,25,0,10,75,75,75,75,10,9,9,9,9,10,9,9,9,9,9,6,1,5,1,1,1,7,4,4,4,4,4,4,3,3,8,7,6,7,4,9,9,2,9,9,9,9,9,2,3,3,3,7,7,7,7,3,9,9,3,9,9,9,9,9,3,10,2,2,8,2,1,1,2,3,2,0,0,1,0
1,11,female,28,27,1,1,'Latino/Hispanic American',European/Caucasian-American,0,1,1,1,1,Science,25,20,25,20,10,0,75,18,75,18,10,10,7,7,8,7,7,5,7,7,4,7,4,4,0,25,25,25,25,0,10,75,75,75,75,10,9,9,9,9,10,9,9,9,9,9,2,4,4,1,7,2,4,4,4,4,7,4,4,3,3,8,7,6,7,4,9,9,2,9,9,9,9,9,2,3,3,3,7,7,7,7,3,9,9,3,9,9,9,9,9,3,10,2,2,8,2,1,3,4,3,2,0,0,0,0
1,11,female,28,24,4,5,'Latino/Hispanic American',Other,0,1,1,1,1,Science,20,20,25,25,5,5,18,18,75,75,10,10,5,5,5,5,4,4,4,4,4,4,4,4,0,25,25,25,25,0,10,75,75,75,75,10,9,9,9,9,10,9,9,9,9,9,1,1,6,1,5,1,4,4,7,4,4,4,4,3,3,8,7,6,7,4,9,9,2,9,9,9,9,9,2,3,3,3,7,7,7,7,3,9,9,3,9,9,9,9,9,3,10,2,2,8,2,1,1,5,3,5.5,1,0,1,0
1,11,female,28,22,6,5,'Latino/Hispanic American',European/Caucasian-American,0,1,1,1,1,Science,10,15,25,15,15,20,10,10,75,10,10,18,9,8,8,7,9,5,9,7,7,7,9,4,0,25,25,25,25,0,10,75,75,75,75,10,9,9,9,9,10,9,9,9,9,9,4,9,3,2,4,1,4,9,4,4,4,4,4,3,3,8,7,6,7,4,9,9,2,9,9,9,9,9,2,3,3,3,7,7,7,7,3,9,9,3,9,9,9,9,9,3,10,2,2,8,2,1,2,4,3,2,0,0,0,0
1,11,female,28,22,6,5,'Latino/Hispanic American','Asian/Pacific Islander/Asian-American',0,1,1,1,1,Science,35,40,5,5,7,8,75,75,10,10,10,10,7,7,7,7,6,5,7,7,7,7,7,4,0,25,25,25,25,0,10,75,75,75,75,10,9,9,9,9,10,9,9,9,9,9,1,2,3,1,5,8,4,4,4,4,4,7,4,3,3,8,7,6,7,4,9,9,2,9,9,9,9,9,2,3,3,3,7,7,7,7,3,9,9,3,9,9,9,9,9,3,10,2,2,8,2,1,1,5,3,5.5,0,0,1,0
1,11,female,28,27,1,1,'Latino/Hispanic American',European/Caucasian-American,0,1,1,1,1,Science,20,20,15,25,10,10,18,18,10,75,10,10,4,6,5,8,5,5,4,7,4,7,4,4,0,25,25,25,25,0,10,75,75,75,75,10,9,9,9,9,10,9,9,9,9,9,1,6,5,1,6,4,4,7,4,4,7,4,4,3,3,8,7,6,7,4,9,9,2,9,9,9,9,9,2,3,3,3,7,7,7,7,3,9,9,3,9,9,9,9,9,3,10,2,2,8,2,1,1,5,3,5.5,0,0,0,0
1,11,female,28,28,0,1,'Latino/Hispanic American','Asian/Pacific Islander/Asian-American',0,1,1,1,1,Science,20,30,10,20,0,20,18,75,10,18,10,18,7,6,6,5,7,2,7,7,7,4,7,4,0,25,25,25,25,0,10,75,75,75,75,10,9,9,9,9,10,9,9,9,9,9,2,6,6,7,6,3,4,7,7,7,7,4,4,3,3,8,7,6,7,4,9,9,2,9,9,9,9,9,2,3,3,3,7,7,7,7,3,9,9,3,9,9,9,9,9,3,10,2,2,8,2,1,3,8,3,8.5,0,1,0,0
1,11,female,28,34,6,5,'Latino/Hispanic American',European/Caucasian-American,0,1,1,1,1,Science,30,10,30,10,5,15,75,10,75,10,10,10,8,7,6,5,4,4,7,7,7,4,4,4,0,25,25,25,25,0,10,75,75,75,75,10,9,9,9,9,10,9,9,9,9,9,4,2,7,1,7,1,4,4,7,4,7,4,4,3,3,8,7,6,7,4,9,9,2,9,9,9,9,9,2,3,3,3,7,7,7,7,3,9,9,3,9,9,9,9,9,3,10,2,2,8,2,1,1,2,3,2,0,0,0,0
